Date,Open,High,Low,Close,Volume (BTC),Volume (Currency),Weighted Price
2013-04-19,109.15263,136.4321,105.54,118.48,257118.557358,30707765.3549,119.430373562
2013-04-18,93.07,112.99999,86.0,109.01,172934.671706,16840477.5848,97.3805739402
2013-04-17,68.49,98.77799,63.3,93.07,327596.54575,27933826.1415,85.2689886503
2013-04-16,82.5,84.5,50.01,68.35568,572185.685178,37382133.2867,65.3321714524
2013-04-15,90.0,102.0,71.51,82.38601,236632.258143,20602989.3095,87.0675429935
2013-04-14,93.0,109.998,84.43689,89.99999,166267.462723,16195892.5556,97.4086708868
2013-04-13,117.0,130.0,85.5,93.0,238226.323212,26254439.2166,110.207968887
2013-04-12,124.9,140.0,54.25,117.0,556289.096673,47600783.2955,85.5684276038
2013-04-11,166.48159,188.7,110.20003,124.9,118645.42546,18855846.8137,158.9260331
2013-04-10,230.04359,266.0,105.0,165.0,190141.855687,35109363.414,184.648263198
2013-04-09,186.5,240.111,186.5,230.0,105724.637266,22696282.5338,214.673543657
2013-04-08,163.83899,194.9,162.59806,187.5,114126.510799,20713163.1139,181.493002537
2013-04-07,142.63113,164.9,142.63113,162.30102,60947.5175246,9401468.33425,154.255147972
2013-04-06,142.05001,143.9,139.54,142.63112,18273.0866062,2597665.44692,142.158000063
2013-04-05,132.79998,144.94,130.24303,142.32356,68557.5027403,9544390.1575,139.21729608
2013-04-04,135.0,142.12,116.39063,132.12001,88124.778123,11598387.7613,131.613242136
2013-04-03,118.0,147.0,110.0,135.0,152624.235241,19519658.7139,127.893572623
2013-04-02,104.00001,118.36,99.0,117.98,81260.7957897,8744282.10189,107.6076356
2013-04-01,93.25,106.0,92.2361,104.0,90527.2949781,9055970.00177,100.035795877
2013-03-31,92.19003,93.8,91.0,93.03001,21092.3756265,1955242.20258,92.6990035262
2013-03-30,90.46598,94.98,87.0,92.19003,37270.5051328,3418588.26514,91.7236901661
2013-03-29,86.18,93.06,83.01,90.5,83152.748384,7382080.85594,88.7773525158
2013-03-28,88.8,95.7,75.00111,86.18,140226.877726,12257633.9463,87.412870807
2013-03-27,78.74999,89.49999,78.4,88.92,72182.8105969,6126022.74586,84.8681659138
2013-03-26,73.58561,79.72001,73.11,78.5,56654.3289053,4376373.46756,77.246938621
2013-03-25,71.50001,78.0,69.51777,73.6,79730.0629114,5920116.45899,74.2519978389
2013-03-24,64.35001,72.49999,62.7,71.5,42006.3577983,2895161.77007,68.9219899515
2013-03-23,70.28001,70.5025,52.3456,64.35,150462.179092,9429342.98951,62.6691906657
2013-03-22,70.84,73.74999,65.0,69.86501,73168.0658932,5169041.03473,70.646134644
2013-03-21,64.4888,74.9,63.101,70.85,94225.8101203,6508438.16515,69.072774825
2013-03-20,59.14001,66.0,57.702,64.4888,93128.8252435,5776100.54915,62.0226931249
2013-03-19,51.60001,62.0,50.0,59.14001,111627.217822,6182806.06206,55.3879795868
2013-03-18,47.4,52.875,47.12009,51.60001,65199.7884508,3193717.30168,48.9835531305
2013-03-17,47.00019,47.74,46.8,47.4,13902.6188512,658983.361311,47.3999444538
2013-03-16,46.86012,47.3599,46.2707,47.00019,16288.5094965,763344.956827,46.8640152121
2013-03-15,47.0333,47.44999,46.4,46.95,20223.9490743,951174.393559,47.0320801375
2013-03-14,46.92006,47.99,46.05,47.1696,37034.8527157,1752253.49235,47.3136346945
2013-03-13,44.33,47.295,43.7508,46.92002,49497.4427727,2297381.06181,46.4141364305
2013-03-12,48.39999,48.39999,36.65,44.28994,183404.748533,8014406.01553,43.6979199266
2013-03-11,46.0,48.469,45.54,48.39999,41390.1780633,1970814.35131,47.6155079182
2013-03-10,46.61,47.95,45.471,46.0,36363.2468313,1703124.84685,46.8364350069
2013-03-09,44.17999,46.99,43.411,46.85,44475.8865756,2020839.63943,45.436747753
2013-03-08,41.99999,44.5,41.02,44.17999,47095.9743563,2032649.25317,43.1597239668
2013-03-07,41.0201,45.5,33.3,41.99999,157316.079997,6439707.76371,40.9348349121
2013-03-06,40.22994,49.099,40.1446,41.0201,126451.715917,5712472.92569,45.1751317431
2013-03-05,36.152,40.64625,36.15,40.33,85425.5175971,3361374.96486,39.3486051875
2013-03-04,34.49999,36.7,34.19,36.152,46771.4867066,1659027.48684,35.4709162283
2013-03-03,34.2489,34.5,33.8,34.49999,12524.5940573,427480.574393,34.1312917957
2013-03-02,34.5,34.808,33.15,34.25,36662.489288,1241775.93081,33.8704751076
2013-03-01,33.37999,34.9,32.92,34.5,39786.1433138,1362290.79092,34.2403328762
2013-02-28,31.25997,34.51541,30.902,33.38,126517.40782,4136416.3362,32.6944442467
2013-02-27,31.19999,31.65,30.7901,30.9012,30472.7770318,951289.236352,31.2176745611
2013-02-26,30.39991,31.699,30.1171,31.1,42864.3286534,1329295.40705,31.0116931445
2013-02-25,29.89,30.4,29.55,30.39999,26778.951899,805270.533635,30.0710250599
2013-02-24,29.79999,30.39877,29.20123,29.88999,24274.8894914,722940.533072,29.7814139722
2013-02-23,30.24539,30.6899,28.0,29.79999,72278.1703687,2099763.39108,29.0511420027
2013-02-22,29.75,31.3,29.67001,30.24539,66951.6940505,2039411.78129,30.4609436732
2013-02-21,29.64501,29.978,29.311,29.74768,34730.5105764,1030860.60238,29.68170019
2013-02-20,29.41759,29.87035,28.98839,29.64501,37209.3587668,1096641.18152,29.4721870483
2013-02-19,26.95,29.65,26.8,29.41759,99699.2548641,2810076.6138,28.1855327568
2013-02-18,26.89999,27.148,26.36268,26.95,29744.2740321,795866.423616,26.756962458
2013-02-17,27.386,27.39989,25.0,26.8146,77042.224284,2033614.6445,26.3961050372
2013-02-16,27.1,27.49989,26.8075,27.21584,18826.9422062,511421.919813,27.1643644631
2013-02-15,27.24997,27.50617,26.103,27.1,51714.147117,1396017.97409,26.9948950514
2013-02-14,24.2,27.5969,21.721,27.2205,145734.738648,3710262.5075,25.4590123256
2013-02-13,25.19,26.3,24.19491,24.2,90150.2083323,2296830.79892,25.4778202004
2013-02-12,24.38651,25.82767,24.3001,25.16975,74239.9281212,1862561.324,25.0884041934
2013-02-11,23.96975,24.67503,23.6456,24.65,29526.7318267,712458.704583,24.1292774549
2013-02-10,23.8,24.11,22.67,23.96975,56426.0717804,1321513.6848,23.420267318
2013-02-09,22.66,23.98961,22.57541,23.65,38133.0148952,886034.00527,23.2353515112
2013-02-08,22.11001,22.77219,22.0,22.66,48649.9278423,1090678.47621,22.4189125161
2013-02-07,21.11121,22.21999,20.77002,22.15,64263.7684837,1388465.80814,21.605732762
2013-02-06,20.65999,21.3339,20.60001,21.18,51989.5985408,1096396.16164,21.0887599137
2013-02-05,20.43006,20.79,20.2,20.60001,29212.4372779,600949.667165,20.5717058611
2013-02-04,20.59999,21.05,19.85502,20.43005,52219.1409986,1066570.21399,20.4248900613
2013-02-03,19.7,20.9,19.42,20.59,34244.2990309,693849.613718,20.2617554849
2013-02-02,20.3611,20.5,18.0,19.63001,80501.6548245,1567325.27289,19.4694789356
2013-02-01,20.50879,21.13,20.301,20.49897,49917.475505,1034619.15915,20.7265922141
2013-01-31,19.70001,21.43,19.51123,20.41001,99226.7035577,2042238.6394,20.5815427317
2013-01-30,19.53999,19.7989,19.14901,19.70001,45064.8328122,877863.497587,19.4800123024
2013-01-29,18.8,19.8,18.7,19.52538,86082.0818358,1650126.18038,19.1692178579
2013-01-28,17.81821,18.88,17.75,18.72101,57669.4396163,1057611.29881,18.3391984705
2013-01-27,17.81,17.99999,17.21,17.81821,23766.816037,419571.123666,17.6536530183
2013-01-26,17.4511,17.88,16.54001,17.88,34810.5986463,597064.171917,17.151792705
2013-01-25,16.76002,17.797,15.38613,17.40001,80767.4855033,1345890.12428,16.6637616102
2013-01-24,17.52899,19.18999,15.6101,16.89596,172009.102855,3053222.09438,17.7503518343
2013-01-23,17.26142,17.5855,16.80155,17.50004,49439.3678484,851188.373078,17.2168134449
2013-01-22,16.8,17.59,16.65,17.26142,60975.2445612,1045898.98398,17.1528460691
2013-01-21,15.7,16.98,15.63412,16.8,61502.1036294,1007686.44348,16.3845849819
2013-01-20,15.615,15.89,15.51,15.7,25982.1252785,408455.798367,15.7206461746
2013-01-19,15.6843,15.77272,15.25,15.615,34588.8183733,534667.025883,15.4577996887
2013-01-18,15.59897,15.985,15.41,15.70499,56097.5467344,879655.989325,15.6808281383
2013-01-17,14.73,15.69999,14.63,15.50001,65489.4443709,993185.634694,15.1655834652
2013-01-16,14.3,14.73,14.21001,14.73,45532.4888721,660929.697317,14.5155627046
2013-01-15,14.35,14.47899,13.99178,14.25003,51573.225033,732428.403157,14.2017180948
2013-01-14,14.19,14.35,14.11,14.30002,22096.9530173,315016.657273,14.2561129141
2013-01-13,14.237,14.3148,13.94896,14.11601,38330.1524225,540759.579035,14.107942308
2013-01-12,14.25664,14.338,13.975,14.23699,26931.8358031,381546.956141,14.1671350936
2013-01-11,14.13,14.34999,13.91001,14.13701,40434.5449653,570677.26692,14.1136067541
2013-01-10,13.77001,14.32,13.77,14.13999,51811.0342368,727790.476871,14.0470169645
2013-01-09,13.79904,13.86225,13.62,13.77001,28606.3766449,393192.236637,13.7449157409
2013-01-08,13.55376,13.87998,13.5,13.74275,42798.3727896,587223.859961,13.7207052905
2013-01-07,13.51394,13.59,13.404,13.58755,25477.7214176,344083.329921,13.5052630603
2013-01-06,13.44884,13.521,13.356,13.45395,12741.1308518,171497.013915,13.4601093035
2013-01-05,13.50001,13.548,13.314,13.44,21329.9272922,286932.511146,13.4521091993
2013-01-04,13.4265,13.52,13.27311,13.5,29641.9163335,397884.350102,13.4230306039
2013-01-03,13.28306,13.464,13.24897,13.39786,18032.2514337,240845.857101,13.3563941245
2013-01-02,13.35574,13.4,13.16382,13.27999,17966.8072559,239156.180622,13.3110005142
2013-01-01,13.51001,13.56,13.16123,13.30413,28406.2109953,378879.352344,13.3379053055
2012-12-31,13.39112,13.561,13.36634,13.51001,15049.7894668,202798.90633,13.4751988908
2012-12-30,13.41197,13.59,13.35,13.45001,11764.1999889,158277.199253,13.4541404772
2012-12-29,13.4999,13.67,13.27,13.4,26149.1354298,352722.285826,13.4888699006
2012-12-28,13.43998,13.6499,13.34201,13.42119,23813.0066293,320223.370725,13.4474145038
2012-12-27,13.46332,13.47,13.25,13.42174,19822.0511529,265311.79986,13.3846794064
2012-12-26,13.35001,13.46997,13.20001,13.46786,15840.134216,211349.137679,13.3426355356
2012-12-25,13.4198,13.43,13.14,13.35001,13165.6895622,175265.29014,13.312275769
2012-12-24,13.3718,13.45,13.2105,13.38001,16692.1503525,223315.170461,13.378454288
2012-12-23,13.47221,13.47222,13.01,13.31202,23978.2176519,316965.88627,13.2189093815
2012-12-22,13.5,13.58996,13.3213,13.37136,14783.4005819,198463.797076,13.4247730065
2012-12-21,13.57999,13.6,13.41999,13.49998,25330.4540374,342557.951209,13.5235614294
2012-12-20,13.595,13.72,13.32591,13.52463,32980.3614882,446364.01194,13.534236491
2012-12-19,13.29899,13.601,13.2,13.599,38807.0971556,520163.022369,13.4038116864
2012-12-18,13.25005,13.39807,13.11,13.29899,23220.5079447,307326.84532,13.2351473986
2012-12-17,13.3,13.485,12.74919,13.25005,63631.252878,839092.62702,13.186800339
2012-12-16,13.49012,13.66548,13.13111,13.30002,42760.5502901,570895.779279,13.3509923377
2012-12-15,13.60005,13.64,13.44216,13.49011,15187.6552771,205671.390355,13.5420107056
2012-12-14,13.70635,13.90119,13.0,13.60004,70143.9803834,951046.013038,13.5584836766
2012-12-13,13.699,13.8,13.46777,13.7001,24197.6822605,331480.85787,13.6988681106
2012-12-12,13.67,13.79989,13.3,13.6989,37679.2288282,512418.014943,13.5994825499
2012-12-11,13.5,13.67,13.3,13.55703,28045.8834823,378671.686108,13.5018633429
2012-12-10,13.388,13.55,13.26911,13.43335,24664.9002781,331115.248178,13.4245524792
2012-12-09,13.42007,13.53,13.021,13.388,28166.6201427,372655.905862,13.2304090436
2012-12-08,13.4998,13.55,13.3545,13.42007,13171.5123951,177338.381077,13.4637827273
2012-12-07,13.29899,13.549,12.975,13.4999,32799.5701035,437726.609308,13.3454983686
2012-12-06,13.30001,13.6888,12.9,13.29899,46562.5410565,623136.586084,13.3827873639
2012-12-05,13.4,13.42025,13.15,13.38,29794.9267123,395716.067808,13.2813237512
2012-12-04,12.65004,13.5,12.62,13.41,63245.7180677,823838.187129,13.0259915185
2012-12-03,12.50202,12.67901,12.4755,12.67899,26759.6047916,336294.702583,12.5672522147
2012-12-02,12.57216,12.68,12.434,12.50004,14011.9322167,176013.471018,12.5616844484
2012-12-01,12.565,12.68778,12.4625,12.56201,14696.4195001,184860.975161,12.5786403388
2012-11-30,12.539,12.65,12.42423,12.565,24350.3145475,305812.609985,12.5588771918
2012-11-29,12.34768,12.599,12.15,12.45,26505.3444731,329552.644221,12.4334412841
2012-11-28,12.2,12.40712,12.1,12.34769,30688.2140636,376900.984779,12.2816200381
2012-11-27,12.24546,12.339,11.9,12.2,33194.6949667,401692.084977,12.1010928216
2012-11-26,12.48211,12.6515,11.89,12.24546,35913.8245211,443753.067469,12.3560515591
2012-11-25,12.41153,12.6,12.3125,12.4821,24023.6886685,299989.395103,12.4872328826
2012-11-24,12.38548,12.4756,12.25,12.41153,19570.3863546,242058.585879,12.3686155957
2012-11-23,12.36969,12.40999,12.132,12.34501,18967.903612,233370.927298,12.3034644245
2012-11-22,11.74978,12.43,11.67,12.42191,58301.3005611,703582.880454,12.0680477739
2012-11-21,11.7,11.784,11.6435,11.76999,19227.7981526,225308.728825,11.7178642628
2012-11-20,11.69276,11.799,11.57297,11.73281,27220.180683,318291.251413,11.6932086205
2012-11-19,11.66468,11.84,11.6,11.7999,25197.9166387,295260.745328,11.7176649785
2012-11-18,11.78879,11.832,11.616,11.65152,15514.1540687,181716.979397,11.7129801981
2012-11-17,11.74879,11.8,11.52,11.78889,19105.4535764,223039.474923,11.6741261353
2012-11-16,11.20192,11.8,11.17214,11.74889,58253.1638507,669422.185602,11.4916021955
2012-11-15,10.98748,11.3,10.86,11.19771,31901.1737086,353356.15617,11.0765879462
2012-11-14,11.0,11.05,10.82011,10.95,24543.0908833,268636.837222,10.945517763
2012-11-13,11.00801,11.129,10.9215,10.9512,16757.5085931,184368.793828,11.0021601841
2012-11-12,10.84001,11.18,10.76666,11.00801,39217.1656801,431080.474082,10.9921374124
2012-11-11,10.88999,10.939,10.7,10.8687,12625.4750852,136448.093559,10.8073631003
2012-11-10,10.815,10.95899,10.75,10.88999,13490.4487455,146349.262607,10.8483613383
2012-11-09,10.925,10.98497,10.79,10.815,14727.1159897,159984.853246,10.863284662
2012-11-08,10.92011,11.07,10.75,10.925,26058.8528336,284556.110201,10.9197481569
2012-11-07,10.89898,11.21603,10.8,10.92,31733.8548601,348474.697384,10.981165034
2012-11-06,10.748,10.9,10.6667,10.89899,26995.3018186,291515.936711,10.7987656026
2012-11-05,10.80011,10.88,10.61,10.748,21776.7364624,233650.357134,10.7293559592
2012-11-04,10.6425,10.9,10.51002,10.80011,16750.3359698,178761.658223,10.672123744
2012-11-03,10.46876,10.65,10.4,10.6425,16732.9395585,176345.077304,10.5387984393
2012-11-02,10.57,10.8,10.33,10.46877,24485.2624932,258957.786985,10.5760674225
2012-11-01,11.17963,11.279,10.4,10.57,50362.1000778,550327.490433,10.9274134634
2012-10-31,10.881,11.21,10.70543,11.201,40673.4525687,448359.794974,11.0234014242
2012-10-30,10.59,10.89,10.58,10.88753,26023.3191474,279843.078202,10.7535505605
2012-10-29,10.69998,10.93979,10.3209,10.59999,37574.810354,400173.503452,10.6500471907
2012-10-28,10.2603,10.95,10.24998,10.69998,22389.5949695,236640.504761,10.5692177587
2012-10-27,10.17065,10.83883,9.82207,10.26051,47869.8332171,496747.544683,10.3770477417
2012-10-26,10.85369,10.95,9.74,10.17061,98994.6960606,1020616.66777,10.30981162
2012-10-25,11.64999,11.6989,10.52,10.86158,84704.8617293,934190.953821,11.0287760909
2012-10-24,11.65001,11.79,11.591,11.64999,21764.6592579,254132.028463,11.6763614561
2012-10-23,11.71014,12.0,11.41,11.65,54344.4910742,637306.00315,11.7271500856
2012-10-22,11.63108,11.81,11.4711,11.71012,37622.0282824,440140.369533,11.6990069283
2012-10-21,11.73991,11.76528,11.61,11.63107,9375.51586941,109479.886577,11.6772120172
2012-10-20,11.74013,11.85,11.56025,11.73991,22110.9247768,259113.164605,11.7187845927
2012-10-19,11.9349,11.967,11.619,11.74012,23177.4507727,272640.883931,11.7631954698
2012-10-18,11.81,11.9599,11.75,11.93977,21880.8395883,259855.61705,11.8759436082
2012-10-17,11.82461,11.95998,11.7,11.81,23553.3628327,279774.850382,11.8783399369
2012-10-16,11.83807,11.99,11.5,11.8499,41184.6646732,485720.724845,11.7937278038
2012-10-15,11.57621,11.98863,11.43,11.83807,27101.7221393,317633.186313,11.7200370028
2012-10-14,11.86101,12.03,11.496,11.7389,22891.096851,271135.82893,11.8445975173
2012-10-13,12.0,12.11,11.85,11.86101,11861.6774442,141870.312568,11.960392047
2012-10-12,12.11751,12.15,11.92,12.0,21538.0309427,259522.528823,12.0495011598
2012-10-11,12.13,12.151,11.85788,12.03,19831.6373248,238483.068353,12.0253847147
2012-10-10,11.895,12.19,11.767,12.12,27722.0733095,333351.592384,12.0247713316
2012-10-09,11.7381,12.35,11.5711,11.895,46768.7954077,559694.909179,11.967272287
2012-10-08,11.89901,11.95198,10.621,11.77809,97938.3987028,1102329.21824,11.2553322583
2012-10-07,12.505,12.6185,11.7,11.80001,63512.0344079,762812.962376,12.0105263434
2012-10-06,12.78998,12.85999,12.35,12.505,24673.4057715,310513.021973,12.5849274659
2012-10-05,12.8001,12.97,12.51,12.688,31258.4424008,398427.102016,12.7462237852
2012-10-04,12.88351,13.0899,12.6,12.85,37945.1499104,488811.225435,12.8820475499
2012-10-03,12.84,12.99,12.68001,12.89,32955.0739571,422995.609065,12.8355229794
2012-10-02,12.4299,12.88,12.3435,12.84,50833.3505321,642027.913751,12.6300530465
2012-10-01,12.35,12.481,12.321,12.4,24826.6878769,307618.780488,12.3906492084
2012-09-30,12.363,12.44889,12.301,12.4,7793.91368119,96462.0870554,12.3765916587
2012-09-29,12.44,12.49,12.21111,12.36309,17061.6567067,211507.339097,12.3966472151
2012-09-28,12.27,12.44998,12.12,12.39101,26674.779161,329436.523818,12.35011251
2012-09-27,12.37,12.395,12.207,12.30889,19326.6857909,238051.347106,12.3172358511
2012-09-26,12.196,12.46,12.02,12.27,23495.1767787,287416.935115,12.2330186243
2012-09-25,12.1,12.22909,12.008,12.197,21228.609674,257174.514347,12.1145246107
2012-09-24,12.151,12.29888,11.95105,12.1,27291.825147,330885.08751,12.123963338
2012-09-23,12.23781,12.27,11.6304,12.19331,39920.722473,479223.212272,12.0043722304
2012-09-22,12.27319,12.39999,12.14,12.23781,14986.5583162,183186.344723,12.223376499
2012-09-21,12.3998,12.49998,12.011,12.368,35834.7836534,439674.220324,12.269481646
2012-09-20,12.572,12.66,12.25,12.28253,32567.3358815,406467.473599,12.4808327914
2012-09-19,12.2345,12.68666,12.1501,12.5725,41883.0014831,519593.54995,12.4058336688
2012-09-18,11.9325,12.3456,11.8402,12.25,40949.2764859,494030.0313,12.0644385859
2012-09-17,11.87,11.9625,11.7655,11.89,26612.4798805,316662.263861,11.8990137441
2012-09-16,11.75,11.99,11.722,11.87,30297.2207062,359833.876499,11.8767949044
2012-09-15,11.74999,11.789,11.6,11.75,16272.5151839,190511.929369,11.70758959
2012-09-14,11.399,11.799,11.32103,11.67,43259.704204,500768.376188,11.5758622349
2012-09-13,11.22854,11.399,11.2201,11.399,20574.3197262,233401.710581,11.3443221301
2012-09-12,11.33081,11.39,10.78,11.36489,58628.0049919,657004.10355,11.2063186124
2012-09-11,11.1511,11.35,10.878,11.33081,64954.4443457,721708.43897,11.1109939626
2012-09-10,11.02,11.192,10.8745,11.17,42288.4119936,467067.67217,11.0448146467
2012-09-09,11.05,11.14288,10.92452,11.02,14033.4191908,155002.604161,11.045248635
2012-09-08,11.09792,11.14177,10.765,11.037,24253.6367113,266231.483433,10.9769716848
2012-09-07,11.19686,11.21,10.9544,11.0,35535.7166489,394463.566331,11.1004815304
2012-09-06,11.0,11.29,10.64,11.181,67054.0554181,733288.220173,10.9357773456
2012-09-05,10.38471,11.17,10.261,10.99971,60767.2381257,653374.16361,10.7520793072
2012-09-04,10.53,10.53,10.15,10.38471,34878.4913904,359404.180232,10.3044646114
2012-09-03,10.21,10.5934,10.08889,10.53,22925.3176603,237264.678862,10.3494609051
2012-09-02,10.0,10.35579,9.71922,10.2041,25055.737994,251932.432549,10.0548797489
2012-09-01,10.15,10.3,9.77635,9.96544,23376.2426664,233777.632654,10.0006504891
2012-08-31,10.77699,10.8285,9.66,10.16,67791.3426332,690452.965231,10.1849725704
2012-08-30,10.80405,10.93199,10.6,10.77699,30868.5007509,332208.835919,10.76206579
2012-08-29,10.93,11.134,10.55,10.9169,53647.7246741,581687.691114,10.8427280868
2012-08-28,10.96,11.20999,10.5,10.94,54875.3560342,598168.053764,10.900486065
2012-08-27,10.59,12.14999,10.54441,10.95,175117.558541,1957673.33902,11.1791950238
2012-08-26,10.6,10.61913,10.446,10.61,26331.0296003,277773.747041,10.5492930302
2012-08-25,10.6,10.62611,10.2,10.5239,40232.4893894,420388.007213,10.4489683237
2012-08-24,10.09996,10.6188,9.852,10.6,92077.7526431,945182.938745,10.2650522153
2012-08-23,9.72,10.25,9.705,10.09997,56015.66732,560012.604626,9.99742806646
2012-08-22,9.91503,10.09999,9.5714,9.80679,67513.5562002,665544.837213,9.85794371784
2012-08-21,10.061,10.29999,9.69876,9.91502,72082.6925096,722740.271732,10.0265437731
2012-08-20,7.99999,10.5,7.81011,10.1,192502.763681,1835053.00866,9.53260604459
2012-08-19,11.57935,11.61538,7.58,8.0,238860.320626,2170411.03277,9.08652817293
2012-08-18,11.80915,12.89592,11.02009,11.61,88047.7716257,1045361.5117,11.872662901
2012-08-17,13.44,15.4,10.6,11.5836,221033.900782,2930580.33344,13.2585106767
2012-08-16,13.24999,13.84119,12.5,13.5,96604.1189751,1277714.18937,13.226291
2012-08-15,12.19,13.25,12.16138,13.25,57562.7543277,725834.142036,12.6094407836
2012-08-14,12.03749,12.34,11.89499,12.19,44014.8583111,532302.319985,12.0936960929
2012-08-13,11.6239,12.05007,11.4919,12.03749,54035.664177,637059.687837,11.7896152021
2012-08-12,11.5102,11.765,11.45,11.62399,30340.953643,353092.674073,11.6374942669
2012-08-11,11.4699,11.59788,11.38751,11.5102,21791.0295851,250620.152163,11.501069795
2012-08-10,11.06111,11.6,11.01,11.38637,63597.0147841,725605.057487,11.4094200797
2012-08-09,11.0987,12.0,10.8,11.0611,101880.305403,1153809.11382,11.3251438466
2012-08-08,11.10001,11.14999,10.85,11.0553,31322.9132564,345666.892378,11.0355920456
2012-08-07,10.91,11.10002,10.651,11.1,41653.5871875,451978.454386,10.8508890807
2012-08-06,10.86987,11.19,10.63539,10.85517,51637.9147311,562801.912137,10.8990054124
2012-08-05,10.98398,11.29112,10.10986,10.86998,67280.245938,714863.699026,10.6251647725
2012-08-04,10.9797,11.3,10.5307,10.98398,52321.3123927,575464.296835,10.9986594471
2012-08-03,10.62468,11.12,10.3,10.97,61643.2779527,661588.157444,10.7325272019
2012-08-02,9.55439,11.0,9.412,10.53,126685.692495,1283817.6355,10.1338802372
2012-08-01,9.35,9.65,9.111,9.5503,68695.6983952,647522.576542,9.42595521508
2012-07-31,9.07881,9.44,9.07881,9.35,70173.6339951,648746.337722,9.24487304971
2012-07-30,8.71027,9.15,8.7,9.098,51254.4989757,458873.304029,8.95283952042
2012-07-29,8.88809,8.8881,8.7,8.71027,11462.5889791,100508.030622,8.76835336285
2012-07-28,8.9,8.93,8.71,8.8881,16164.5765708,143179.466152,8.85760697317
2012-07-27,8.9,8.95,8.81415,8.9,26673.6064303,237223.986253,8.89358500784
2012-07-26,8.8,8.901,8.6,8.9,32379.6519744,283993.340803,8.77073481296
2012-07-25,8.549,8.9,8.3688,8.8,64720.9500351,555883.851114,8.58893218985
2012-07-24,8.4456,8.8499,8.34,8.6,40946.859805,353506.542031,8.63330042193
2012-07-23,8.4321,9.2,7.75,8.44565,146396.183132,1238579.49244,8.46046301168
2012-07-22,8.85841,8.97,8.2712,8.4096,30070.6658099,259113.812895,8.61682992098
2012-07-21,8.52001,9.7,7.96,8.84553,139906.903016,1242153.88168,8.8784316921
2012-07-20,8.86998,8.86998,7.6,8.52,154661.115754,1267523.7402,8.19549072837
2012-07-19,9.10977,9.23355,8.8183,8.86999,48249.6552057,438703.584962,9.09236725302
2012-07-18,8.80002,9.39899,8.5,9.10977,105945.897764,955210.080307,9.01601761343
2012-07-17,8.5,9.49,7.3215,8.80001,210804.468926,1757815.806,8.33860788129
2012-07-16,7.62277,8.65,7.6178,8.4996,103400.112229,835550.273035,8.08074822184
2012-07-15,7.54211,7.7,7.45,7.62101,26978.3019449,204616.50023,7.584484029
2012-07-14,7.60011,7.665,7.51563,7.5421,16007.0974342,121635.992173,7.59887872696
2012-07-13,7.68749,7.81639,7.4201,7.6651,65465.741558,499441.505528,7.62905137316
2012-07-12,7.17,7.9,7.1,7.76437,64616.6022441,471834.366034,7.30206092007
2012-07-11,7.1997,7.257,7.01777,7.15,41891.3600728,297644.884213,7.10516162989
2012-07-10,7.0215,7.25,6.96,7.1999,70065.8011617,497668.815024,7.10287767746
2012-07-09,6.7915,7.1,6.74257,7.0215,61644.0994136,425223.109053,6.89803424979
2012-07-08,6.76207,6.86,6.7235,6.79898,18219.9265488,123756.040783,6.79234575682
2012-07-07,6.69997,6.87,6.63,6.76207,37987.9495663,257213.267709,6.77091737368
2012-07-06,6.67,6.72,6.55,6.64811,43191.3887721,286978.878965,6.64435405119
2012-07-05,6.51,6.77,6.48101,6.67,45344.6967863,301701.764987,6.6535181922
2012-07-04,6.44994,6.55,6.44991,6.5101,33478.7856674,217804.232106,6.50573871675
2012-07-03,6.75998,6.76,6.4,6.44993,71068.5195888,465280.451356,6.5469275855
2012-07-02,6.6001,6.765,6.5778,6.75999,32364.1975771,217005.561498,6.70511175139
2012-07-01,6.68998,6.69399,6.5351,6.62898,20577.604144,135823.902907,6.6005693353
2012-06-30,6.65,6.694,6.60201,6.68999,20591.6330649,137136.099928,6.65979718539
2012-06-29,6.6059,6.67921,6.542,6.65,26298.8016464,174369.856143,6.63033466267
2012-06-28,6.6469,6.66897,6.49,6.60588,42818.4030686,282297.477776,6.59290065824
2012-06-27,6.45887,6.65,6.4,6.647,41979.5859816,274046.640593,6.52809298102
2012-06-26,6.32969,6.47,6.28888,6.4195,48736.6660735,311935.515836,6.40042787018
2012-06-25,6.35002,6.4455,6.21748,6.30482,62638.9081316,395654.822454,6.31643868412
2012-06-24,6.4285,6.47,6.35,6.35002,33945.2986975,217549.234989,6.40881781385
2012-06-23,6.54783,6.65062,6.4,6.4285,20122.2184225,130792.601308,6.49990963035
2012-06-22,6.68009,6.79962,6.42771,6.54781,56823.0309611,374175.120411,6.58492012977
2012-06-21,6.67001,6.8,6.561,6.68008,51943.2488848,347681.684088,6.69349129199
2012-06-20,6.49876,6.71031,6.45,6.67,64069.2729199,423271.205947,6.60646182884
2012-06-19,6.30998,6.53294,6.281,6.49876,43883.5247987,282752.039101,6.44323901506
2012-06-18,6.2,6.36,6.03,6.30998,46832.2833311,293446.755069,6.26590749365
2012-06-17,6.4487,6.52999,6.1027,6.16382,48800.2626232,308913.516099,6.33016093548
2012-06-16,6.5,6.599,6.261,6.4,78196.083532,505216.477698,6.46089234752
2012-06-15,5.95411,6.587,5.883,6.5,65639.15882,401826.985791,6.12175708853
2012-06-14,5.9288,5.97422,5.808,5.9541,35039.3528346,206567.618786,5.89530348238
